,course_name,course_rating,earn_skills,course_link,institution,metadata
802,Customer Experiences with Contact Center AI - Dialogflow CX,4.9,"Skills you'll gain: Machine Learning, Natural Language Processing, User Experience, Design and Product, Application Development, Interactive Design, Human Computer Interaction, Machine Learning Software, Strategy and Operations, User Experience Design, Applied Machine Learning, Communication, Computer Architecture, Customer Relationship Management, Training, Cloud-Based Integration, Computer Programming Tools, Customer Success, Data Management, Operations Management",Customer Experiences with Contact Center AI - Dialogflow CX,Google Cloud,Beginner Specialization 3 - 6 Months
803,TensorFlow: Data and Deployment,4.9,"Skills you'll gain: Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Software Framework, iOS Development",TensorFlow: Data and Deployment,DeepLearning.AI,Intermediate Specialization 3 - 6 Months
804,Introduction to Financial Engineering and Risk Management,4.6,"Skills you'll gain: Finance, Mathematics, Probability & Statistics, Risk Management, Securities Sales, Securities Trading",Introduction to Financial Engineering and Risk Management,Columbia University,Intermediate Course 1 - 3 Months
805,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6,"Skills you'll gain: Finance, Investment Management, Leadership and Management, Financial Analysis, Financial Management, Mathematics, Risk Management, Statistical Analysis, Market Analysis, Correlation And Dependence",Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,Intermediate Course 1 - 4 Weeks
806,Evaluations of AI Applications in Healthcare,4.6,,Evaluations of AI Applications in Healthcare,Stanford University,Beginner Course 1 - 3 Months
807,Qualitative Research Design and Methods for Public Health,4.6,Skills you'll gain: Data Analysis,Qualitative Research Design and Methods for Public Health,Emory University,Beginner Specialization 3 - 6 Months
808,Python for Cybersecurity,4.6,"Skills you'll gain: Python Programming, Computer Programming",Python for Cybersecurity,Infosec,Intermediate Specialization 3 - 6 Months
809,Digital Fashion Innovation,4.6,"Skills you'll gain: Business Transformation, Business Analysis, Design and Product, Virtual Reality, Digital Marketing, Innovation, Interactive Design, Product Development, BlockChain, Collaboration, E-Commerce",Digital Fashion Innovation,"Parsons School of Design, The New School",Intermediate Specialization 1 - 3 Months
810,Introduction to Operations Management,4.6,"Skills you'll gain: Leadership and Management, Operations Management",Introduction to Operations Management,University of Pennsylvania,Beginner Course 1 - 4 Weeks
811,Strategy and Sustainability,4.6,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Critical Thinking, Risk Management, Business Analysis, Business Transformation, Decision Making, Regulations and Compliance, Planning, Problem Solving",Strategy and Sustainability,IESE Business School,Beginner Course 1 - 3 Months
812,Operational Research for Humanitarians,4.6,,Operational Research for Humanitarians,University of Geneva,Beginner Course 1 - 3 Months
813,Introduction to AI in the Data Center,4.6,"Skills you'll gain: Deep Learning, Machine Learning",Introduction to AI in the Data Center,NVIDIA,Beginner Course 1 - 4 Weeks
814,Google Proje Yönetimi,4.6,"Skills you'll gain: Leadership and Management, Project Management, Strategy and Operations, Communication, Planning, Critical Thinking, Change Management, Prospecting and Qualification, Risk Management, Strategy, Operating Systems, Scrum (Software Development), Business Research, General Statistics, Generally Accepted Accounting Principles (GAAP), Operational Analysis, People Analysis, Product Development, Product Management, Basic Descriptive Statistics, Finance, Organizational Development, Problem Solving, Budget Management, Business Development, Cost Accounting, Other Web Frameworks, Performance Management, Visualization (Computer Graphics)",Google Proje Yönetimi,Google,Beginner Professional Certificate 3 - 6 Months
815,Advanced Neurobiology I,4.6,,Advanced Neurobiology I,Peking University,Intermediate Course 1 - 3 Months
816,تحليلات البيانات من Google,4.7,"Skills you'll gain: Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",تحليلات البيانات من Google,Google,Beginner Professional Certificate 3 - 6 Months
817,Introduction to Technical Support,4.7,"Skills you'll gain: Customer Success, Strategy and Operations, Communication, Customer Support, Information Technology",Introduction to Technical Support,IBM,Beginner Course 1 - 3 Months
818,Introduction to Data Science in Python,4.7,"Skills you'll gain: Computer Programming, Data Analysis, Data Management, Python Programming, Statistical Programming, Data Mining, Extract, Transform, Load, Computer Programming Tools, Data Structures, Exploratory Data Analysis, General Statistics",Introduction to Data Science in Python,University of Michigan,Intermediate Course 1 - 4 Weeks
819,Fundamentals of Computing,4.7,"Skills you'll gain: Computer Programming, Python Programming, Programming Principles, Mathematics, Algorithms, Computational Logic, Computational Thinking, Computer Programming Tools, Critical Thinking, Problem Solving, Theoretical Computer Science, Visualization (Computer Graphics), Computer Graphics, Data Structures, Graph Theory, Probability & Statistics, Combinatorics",Fundamentals of Computing,Rice University,Beginner Specialization 3 - 6 Months
820,Social Media Marketing,4.7,"Skills you'll gain: Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Research and Design, Customer Success, Investment Management, Persona Research",Social Media Marketing,Northwestern University,Beginner Specialization 3 - 6 Months
821,Réussir le Changement,4.7,"Skills you'll gain: Change Management, Leadership and Management, Project Management, Strategy, Communication, Strategy and Operations, Organizational Development, People Management, Business Transformation, Performance Management",Réussir le Changement,ESSEC Business School,Mixed Course 1 - 3 Months
822,American Contract Law I,4.7,Skills you'll gain: Leadership and Management,American Contract Law I,Yale University,Beginner Course 1 - 3 Months
823,Salesforce Fundamentals,4.7,"Skills you'll gain: Cloud Computing, Data Management, Salesforce",Salesforce Fundamentals,"University of California, Irvine",Beginner Specialization 1 - 3 Months
824,Medical Billing and Coding Essentials,4.7,Skills you'll gain: Critical Thinking,Medical Billing and Coding Essentials,MedCerts,Beginner Course 1 - 4 Weeks
825,Data Science Math Skills,4.7,"Skills you'll gain: Data Analysis, General Statistics, Probability & Statistics, Problem Solving, Statistical Analysis, Calculus, Critical Thinking, Linear Algebra",Data Science Math Skills,Duke University,Beginner Course 1 - 3 Months
826,Finanzas corporativas,4.7,"Skills you'll gain: Finance, Business Analysis, Accounting, Data Analysis, Mathematical Theory & Analysis, Mathematics, Account Management, Calculus, Financial Accounting, Financial Analysis, Investment Management, Operational Analysis, Applied Mathematics, Banking, Behavioral Economics, Microsoft Excel, Entrepreneurial Finance, Estimation, Financial Management, Leadership and Management, Operations Management, Risk Management, General Accounting, Probability & Statistics",Finanzas corporativas,Universidad Nacional Autónoma de México,Intermediate Specialization 3 - 6 Months
827,Fundamentals of Social Media Advertising,4.7,"Skills you'll gain: Advertising, Communication, Digital Marketing, Marketing, Sales, Marketing Design, Research and Design, Social Media, Brand Management",Fundamentals of Social Media Advertising,Meta,Beginner Course 1 - 3 Months
828,International Security Management,4.7,"Skills you'll gain: Leadership and Management, Risk Management",International Security Management,Erasmus University Rotterdam,Beginner Course 1 - 3 Months
829,Algorithmic Toolbox,4.7,"Skills you'll gain: Algorithms, Computer Programming, Problem Solving, Theoretical Computer Science, Computational Thinking, Critical Thinking, Computer Programming Tools, Computational Logic, Data Structures, Mathematics, Software Testing",Algorithmic Toolbox,University of California San Diego,Intermediate Course 1 - 3 Months
830,Social Media Marketing in Practice,4.7,"Skills you'll gain: Marketing, Communication, Digital Marketing, Social Media, Strategy, Media Strategy & Planning, Brand Management, Advertising, Strategy and Operations, Leadership and Management, Influencing, Marketing Management, Problem Solving",Social Media Marketing in Practice,Digital Marketing Institute,Beginner Specialization 3 - 6 Months
831,Business and Marketing Strategies,4.7,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Market Analysis, Marketing, Marketing Management, Market Research, Operations Management",Business and Marketing Strategies,University of London,Beginner Specialization 3 - 6 Months
832,SAS Visual Business Analytics,4.7,"Skills you'll gain: Data Analysis, Data Visualization, SAS (Software), Interactive Data Visualization, Business Analysis, Data Analysis Software, Statistical Visualization, Data Management, Statistical Programming, Data Visualization Software, Business Intelligence, Exploratory Data Analysis, Data Structures, Statistical Analysis, Visualization (Computer Graphics), Basic Descriptive Statistics, Computer Graphics, Network Analysis, Algorithms, Forecasting",SAS Visual Business Analytics,SAS,Beginner Professional Certificate 3 - 6 Months
833,Regression Analysis: Simplify Complex Data Relationships,4.7,"Skills you'll gain: Python Programming, Regression, Statistical Analysis",Regression Analysis: Simplify Complex Data Relationships,Google,Advanced Course 1 - 3 Months
834,Organizational Change and Culture for Adopting Google Cloud,4.7,"Skills you'll gain: Leadership and Management, Strategy and Operations, Cloud Computing, Business Transformation, Collaboration, DevOps, Communication, Innovation, Product Development, Strategy, Design and Product, Organizational Development, Change Management, Business Intelligence, Data Analysis, Data Management, Entrepreneurship, Google Cloud Platform, Product Management, Cloud Platforms, Operations Management, Culture, Google App Engine",Organizational Change and Culture for Adopting Google Cloud,Google Cloud,Beginner Specialization 3 - 6 Months
835,"Ethics, Technology and Engineering",4.7,Skills you'll gain: Problem Solving,"Ethics, Technology and Engineering",Eindhoven University of Technology,Beginner Course 1 - 3 Months
836,Data Science: Statistics and Machine Learning,4.7,"Skills you'll gain: R Programming, Data Analysis, Statistical Analysis, Statistical Programming, Probability & Statistics, Statistical Machine Learning, General Statistics, Machine Learning Algorithms, Human Learning, Machine Learning, Problem Solving, Statistical Tests, Regression, Computer Programming, Algorithms, Applied Machine Learning, Correlation And Dependence, Data Model, Estimation, Probability Distribution, Data Analysis Software, Machine Learning Software, Natural Language Processing, Basic Descriptive Statistics, Exploratory Data Analysis, Data Visualization, Interactive Data Visualization, Interactive Design, Plot (Graphics), Product Development, Web Development",Data Science: Statistics and Machine Learning,Johns Hopkins University,Intermediate Specialization 3 - 6 Months
837,Dog Emotion and Cognition,4.7,,Dog Emotion and Cognition,Duke University,Mixed Course 1 - 3 Months
838,Work Smarter with Microsoft PowerPoint,4.7,"Skills you'll gain: Communication, Computer Graphic Techniques, Interactive Data Visualization, Visual Design, Visualization (Computer Graphics), Business Communication, Data Visualization, Marketing Design, Product Design, Statistical Visualization, Computer Graphics, Graphic Design, Microsoft Excel",Work Smarter with Microsoft PowerPoint,Microsoft,Beginner Course 1 - 3 Months
839,Développement psychologique de l'enfant,4.7,,Développement psychologique de l'enfant,University of Geneva,Beginner Course 1 - 3 Months
840,Microsoft Power Platform Fundamentals,4.2,"Skills you'll gain: Business Analysis, Business Intelligence, Cloud Applications, Interactive Data Visualization, Application Development, Business Development, Data Model, Design and Product, Power BI, Software As A Service, User Experience Design, Data Analysis, Data Visualization",Microsoft Power Platform Fundamentals,Microsoft,Beginner Course 1 - 3 Months
841,Excel for Beginners: Introduction to Spreadsheets,4.2,Skills you'll gain: Microsoft Excel,Excel for Beginners: Introduction to Spreadsheets,Coursera Project Network,Beginner Guided Project Less Than 2 Hours
842,People Analytics,4.2,"Skills you'll gain: Data Analysis, Human Resources, Human Resources Operations, Leadership and Management, Organizational Development, People Analysis, People Management, Performance Management, Talent Management, People Development, Collaboration",People Analytics,University of Pennsylvania,Mixed Course 1 - 4 Weeks
843,Visualizing the Living Body: Diagnostic Imaging,4.2,,Visualizing the Living Body: Diagnostic Imaging,Yale University,Intermediate Course 1 - 3 Months
844,Plant Bioinformatic Methods,4.2,"Skills you'll gain: Bioinformatics, Probability & Statistics",Plant Bioinformatic Methods,University of Toronto,Beginner Specialization 3 - 6 Months
845,Business Models For Sustainability,4.2,,Business Models For Sustainability,Copenhagen Business School,Beginner Course 1 - 3 Months
846,Financing and Investing in Infrastructure,4.2,"Skills you'll gain: Finance, Investment Management, Leadership and Management, Project Management, Financial Analysis, Financial Management, Risk Management, Strategy and Operations, Contract Management, Business Analysis",Financing and Investing in Infrastructure,Università Bocconi,Mixed Course 1 - 3 Months
847,Moral Foundations of Politics,4.2,Skills you'll gain: Critical Thinking,Moral Foundations of Politics,Yale University,Mixed Course 1 - 3 Months
848,Understanding Research Methods,4.2,"Skills you'll gain: Planning, Writing",Understanding Research Methods,University of London,Mixed Course 1 - 4 Weeks
849,"Sleep: Neurobiology, Medicine, and Society",4.2,,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,Beginner Course 1 - 3 Months
850,Finanzas personales,4.2,"Skills you'll gain: Behavioral Economics, Benefits, Finance, Negotiation, Planning, Account Management, Accounting, Financial Accounting, Investment Management, Strategy",Finanzas personales,Universidad Nacional Autónoma de México,Mixed Course 1 - 3 Months
851,Applied Python Data Engineering,4.2,"Skills you'll gain: Big Data, Business Communication, Cloud Applications, Cloud-Based Integration, Data Analysis, Data Visualization, Data Warehousing, Docker (Software), Kubernetes, Python Programming",Applied Python Data Engineering,Duke University,Intermediate Specialization 1 - 3 Months
852,Suicide Prevention,4.6,Skills you'll gain: Epidemiology,Suicide Prevention,Wesleyan University,Beginner Course 1 - 4 Weeks
853,Negotiations,4.6,,Negotiations,University of Pennsylvania,Beginner Course 1 - 4 Weeks
854,TOEFL Preparation,4.6,"Skills you'll gain: Strategy, Writing",TOEFL Preparation,"University of California, Irvine",Beginner Specialization 1 - 3 Months
855,Fundamentals of Immunology,4.6,,Fundamentals of Immunology,Rice University,Intermediate Specialization 3 - 6 Months
856,Launch Your Online Business,4.6,"Skills you'll gain: Strategy, Brand Management, Marketing, Digital Marketing, Communication, E-Commerce, Leadership and Management, Strategy and Operations, Business Development, Research and Design",Launch Your Online Business,The State University of New York,Beginner Course 1 - 4 Weeks
857,Liabilities and Equity in Accounting,4.6,"Skills you'll gain: Accounting, Financial Accounting, General Accounting, Finance, Financial Management, Taxes",Liabilities and Equity in Accounting,Intuit,Beginner Course 1 - 4 Weeks
858,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",4.6,"Skills you'll gain: Computer Programming, Microsoft Excel, Computer Programming Tools, Data Analysis, User Experience, Writing, Communication, Computer Graphic Techniques, Computer Vision, Data Analysis Software, Creativity","Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,Beginner Course 1 - 3 Months
859,Introduction to Relational Databases (RDBMS),4.6,"Skills you'll gain: Data Management, Database Administration, Database Application, Database Design, Databases, SQL, Data Architecture, Data Structures, Data Model, Database Theory, PostgreSQL",Introduction to Relational Databases (RDBMS),IBM,Beginner Course 1 - 4 Weeks
860,Game Design and Development with Unity 2020,4.6,"Skills you'll gain: User Experience, Game Theory, Design and Product, Interactive Design, Software Engineering, User Experience Design, Computer Graphics, Computer Programming, Graphic Design, Software Engineering Tools, Creativity, Human Computer Interaction, Storytelling, Visual Design, Product Development",Game Design and Development with Unity 2020,Michigan State University,Beginner Specialization 3 - 6 Months
861,Art for Games,4.6,"Skills you'll gain: Computer Graphics, Computer Graphic Techniques, Geometry, Visual Design, Graphics Software",Art for Games,Michigan State University,Beginner Specialization 3 - 6 Months
862,International Organizations Management,4.6,"Skills you'll gain: Entrepreneurship, Leadership and Management, Business Psychology, Organizational Development, Collaboration, Communication, Marketing, Sales, Strategy, Strategy and Operations",International Organizations Management,University of Geneva,Beginner Course 1 - 3 Months
863,Teach English Now! Theories of Second Language Acquisition,4.6,"Skills you'll gain: Human Learning, Mergers & Acquisitions",Teach English Now! Theories of Second Language Acquisition,Arizona State University,Mixed Course 1 - 3 Months
864,Spacecraft Dynamics and Control,4.8,"Skills you'll gain: Mathematics, Linear Algebra, Differential Equations, Angular, Mathematical Theory & Analysis, Algebra, Calculus, Geometry, Matlab, Problem Solving, Algorithms, Computer Programming, Spatial Analysis",Spacecraft Dynamics and Control,University of Colorado Boulder,Advanced Specialization 3 - 6 Months
865,Management Skills for New Managers,4.8,Skills you'll gain: Performance Management,Management Skills for New Managers,Starweaver,Beginner Course 1 - 4 Weeks
866,Astronomy: Exploring Time and Space,4.8,,Astronomy: Exploring Time and Space,University of Arizona,Beginner Course 1 - 3 Months
867,Administración de Empresas,4.8,"Skills you'll gain: Strategy, Leadership and Management, Marketing, Organizational Development, Planning, Econometrics, Negotiation, Strategy and Operations, Communication, Decision Making, Probability & Statistics, Process Analysis, Adaptability, Business Intelligence, Collaboration, Operational Analysis, Persona Research, Probability Distribution, Accounting, Calculus, Change Management, Culture, Human Resources, Innovation, Marketing Management, Project Management, Account Management, Brand Management, General Statistics, Marketing Design, Behavioral Economics, Business Process Management, Customer Analysis, Finance, Market Research, Product Management, Business, Professional Development",Administración de Empresas,Universidad de Palermo,Beginner Specialization 3 - 6 Months
868,Fundamentos de la ciberseguridad,4.8,"Skills you'll gain: Python Programming, SQL",Fundamentos de la ciberseguridad,Google,Beginner Course 1 - 4 Weeks
869,Preparing to Manage Human Resources,4.8,"Skills you'll gain: Communication, Employee Relations, Human Resources, People Management, Strategy and Operations, Human Resources Operations, Leadership and Management, Strategy, Business Psychology, People Development",Preparing to Manage Human Resources,University of Minnesota,Mixed Course 1 - 4 Weeks
870,Expressway to Data Science: Essential Math,4.8,"Skills you'll gain: Mathematics, Algebra, Calculus, Linear Algebra, Mathematical Theory & Analysis, Differential Equations, Plot (Graphics), Problem Solving, Applied Mathematics, Graph Theory",Expressway to Data Science: Essential Math,University of Colorado Boulder,Intermediate Specialization 3 - 6 Months
871,Machine Learning and Reinforcement Learning in Finance,4.8,"Skills you'll gain: Machine Learning, Human Learning, Machine Learning Algorithms, Algorithms, Finance, Mathematics, Regression, Statistical Machine Learning, Applied Machine Learning, Deep Learning, Probability & Statistics, Reinforcement Learning, Tensorflow",Machine Learning and Reinforcement Learning in Finance,New York University,Intermediate Specialization 3 - 6 Months
872,Python and Statistics for Financial Analysis,4.8,"Skills you'll gain: Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, Data Analysis Software, General Statistics, Data Visualization",Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,Intermediate Course 1 - 4 Weeks
873,English for Business and Entrepreneurship,4.8,"Skills you'll gain: Entrepreneurship, Business Analysis, Market Research, Planning, Marketing, Business Development, Creativity",English for Business and Entrepreneurship,University of Pennsylvania,Beginner Course 1 - 3 Months
874,Chinese for Beginners,4.8,Skills you'll gain: Communication,Chinese for Beginners,Peking University,Mixed Course 1 - 3 Months
875,Human Anatomy & Physiology I,4.8,,Human Anatomy & Physiology I,Rice University,Intermediate Specialization 3 - 6 Months
876,Big Data,4.5,"Skills you'll gain: Data Analysis, Big Data, Data Management, Databases, Data Model, Exploratory Data Analysis, Machine Learning, Data Structures, Data Analysis Software, Data Visualization, SQL, Data Mining, Distributed Computing Architecture, Apache, Database Design, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Data Architecture, Data Warehousing, Machine Learning Algorithms, Process Analysis, Leadership and Management, Cloud Computing, PostgreSQL, Python Programming, Statistical Visualization, Algorithms, Human Learning",Big Data,University of California San Diego,Beginner Specialization 3 - 6 Months
877,Children's Human Rights - An Interdisciplinary Introduction,4.5,,Children's Human Rights - An Interdisciplinary Introduction,University of Geneva,Beginner Course 1 - 3 Months
878,Healthcare Organization Operations,4.5,"Skills you'll gain: Leadership and Management, Organizational Development, Strategy and Operations, Communication, Business Process Management, Operations Management, Professional Development, Business Development, Business Communication, Strategy, Business Analysis, Leadership Development, Process Analysis, Critical Thinking, Human Learning, Operations Research, Research and Design, Operating Systems, People Analysis, Data Analysis, Data Management, Probability & Statistics, Spreadsheet Software, Customer Relationship Management, Innovation",Healthcare Organization Operations,Rutgers the State University of New Jersey,Beginner Specialization 3 - 6 Months
879,Graphic Design Elements for Non-Designers,4.5,"Skills you'll gain: Graphic Design, Computer Graphics, Web Design",Graphic Design Elements for Non-Designers,University of Colorado Boulder,Beginner Specialization 3 - 6 Months
880,Django for Everybody,4.5,"Skills you'll gain: Web Development, Django (Web Framework), Computer Programming, Javascript, Other Web Frameworks, Data Model, Python Programming, SQL",Django for Everybody,University of Michigan,Intermediate Specialization 3 - 6 Months
881,Mastering Final Cut Pro,4.5,"Skills you'll gain: Media Production, Computer Graphics, Graphics Software, Visual Design, Computer Graphic Techniques, Creativity, Interactive Design, Media Strategy & Planning, Social Media",Mastering Final Cut Pro,LearnQuest,Beginner Course 1 - 3 Months
882,Python Project for Data Engineering,4.5,"Skills you'll gain: Computer Programming, Data Management, Data Mining, Data Structures, Extract, Transform, Load, Python Programming",Python Project for Data Engineering,IBM,Intermediate Course 1 - 4 Weeks
883,Write Your First Novel,4.5,,Write Your First Novel,Michigan State University,Beginner Course 3 - 6 Months
884,Business Model Innovation,4.5,"Skills you'll gain: Business Design, Entrepreneurship, Strategy, Strategy and Operations, Innovation, Leadership and Management, Marketing, Business Analysis, Research and Design, Sales",Business Model Innovation,HEC Paris,Mixed Course 1 - 3 Months
885,AI and Public Health,4.5,"Skills you'll gain: Artificial Neural Networks, Exploratory Data Analysis, Python Programming",AI and Public Health,DeepLearning.AI,Beginner Course 1 - 4 Weeks
886,Newborn Baby Care,4.5,Skills you'll gain: Critical Thinking,Newborn Baby Care,University of Colorado System,Beginner Specialization 3 - 6 Months
887,Programming in Python,4.5,"Skills you'll gain: Python Programming, Programming Principles, Big Data, Software Testing, Algorithms, Computer Programming, Django (Web Framework), Tensorflow",Programming in Python,Meta,Beginner Course 1 - 3 Months
888,Sustainable Fashion,4.8,,Sustainable Fashion,Copenhagen Business School,Beginner Course 1 - 3 Months
889,The Nuts and Bolts of Machine Learning,4.8,"Skills you'll gain: Machine Learning, Python Programming",The Nuts and Bolts of Machine Learning,Google,Advanced Course 1 - 3 Months
890,Narrative Economics,4.8,"Skills you'll gain: Critical Thinking, Storytelling",Narrative Economics,Yale University,Beginner Course 1 - 4 Weeks
891,Write A Feature Length Screenplay For Film Or Television,4.8,Skills you'll gain: Writing,Write A Feature Length Screenplay For Film Or Television,Michigan State University,Beginner Course 3 - 6 Months
892,Schizophrenia,4.8,,Schizophrenia,Wesleyan University,Intermediate Course 1 - 3 Months
893,Hands-on Internet of Things,4.8,"Skills you'll gain: Computer Networking, Internet Of Things, Network Architecture, Communication, Computer Programming, Computer Architecture, Network Model, Software Engineering, Human Computer Interaction, Feature Engineering, Interactive Design, Networking Hardware",Hands-on Internet of Things,University of Illinois at Urbana-Champaign,Intermediate Specialization 3 - 6 Months
894,Nutrición y obesidad: control de sobrepeso,4.8,Skills you'll gain: Planning,Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,Beginner Course 1 - 4 Weeks
895,Creative Writing: The Craft of Plot,4.8,Skills you'll gain: Storytelling,Creative Writing: The Craft of Plot,Wesleyan University,Mixed Course 1 - 4 Weeks
896,Certified Business Analysis Professional™ (CBAP®),4.8,"Skills you'll gain: Adaptability, Business Analysis, Collaboration, Communication, Planning, Strategy",Certified Business Analysis Professional™ (CBAP®),Starweaver,Intermediate Specialization 3 - 6 Months
897,Introduction to Back-End Development,4.8,"Skills you'll gain: HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools",Introduction to Back-End Development,Meta,Beginner Course 1 - 4 Weeks
898,ADHD: Everyday Strategies for Elementary Students,4.8,Skills you'll gain: Strategy,ADHD: Everyday Strategies for Elementary Students,University at Buffalo,Beginner Course 1 - 4 Weeks
899,ASP.NET for Experienced Developers,4.8,"Skills you'll gain: Computer Programming, DevOps",ASP.NET for Experienced Developers,Board Infinity,Intermediate Specialization 1 - 3 Months
900,"Introduction to Trading, Machine Learning & GCP",4.0,"Skills you'll gain: Algorithms, Financial Analysis, Machine Learning, Applied Machine Learning, Artificial Neural Networks, Deep Learning, Finance, Google Cloud Platform, Human Learning, Investment Management, Training, Cloud Computing","Introduction to Trading, Machine Learning & GCP",Google Cloud,Intermediate Course 1 - 4 Weeks
901,Introduction to Model-Based Systems Engineering,4.0,Skills you'll gain: Cloud Computing,Introduction to Model-Based Systems Engineering,Siemens,Beginner Course 1 - 3 Months
902,Cloud Computing,4.0,"Skills you'll gain: Cloud Computing, Distributed Computing Architecture, Cloud Infrastructure, Computer Networking, Cloud Storage, Cloud Platforms, Network Architecture, Apache, Cloud Applications, Cloud Engineering, Computer Architecture, Data Management, Algorithms, Software-Defined Networking, Software As A Service, Network Analysis, Theoretical Computer Science, Amazon Web Services, Big Data, Cloud-Based Integration, Software Architecture, Computational Thinking, Computer Programming, Cryptography, Security Engineering, Human Learning, Python Programming",Cloud Computing,University of Illinois at Urbana-Champaign,Intermediate Specialization 3 - 6 Months
903,Wireshark for Beginners: Capture Packets,4.0,,Wireshark for Beginners: Capture Packets,Coursera Project Network,Beginner Guided Project Less Than 2 Hours
904,From Data to Insights with Google Cloud,4.0,"Skills you'll gain: Google Cloud Platform, Cloud Computing, SQL, Databases, Data Analysis, Big Data, Cloud Platforms, Data Management, Exploratory Data Analysis, Cloud Storage, Data Analysis Software, Data Model, Machine Learning, Applied Machine Learning, Human Learning, Data Visualization, Machine Learning Software, Database Theory",From Data to Insights with Google Cloud,Google Cloud,Beginner Specialization 3 - 6 Months
905,Linux and Private Cloud Administration on IBM Power Systems,4.0,"Skills you'll gain: Computer Architecture, Cloud Computing, IBM Cloud, Cloud Platforms, Operating Systems, Cloud Infrastructure, Cloud Management, Other Cloud Platforms and Tools, Systems Design, Computer Networking, Linux",Linux and Private Cloud Administration on IBM Power Systems,IBM,Intermediate Specialization 3 - 6 Months
906,Advertising with Meta,4.0,"Skills you'll gain: Advertising, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Marketing Management",Advertising with Meta,Meta,Beginner Course 1 - 3 Months
907,Cloud-Native Development with OpenShift and Kubernetes,4.0,"Skills you'll gain: Cloud Applications, Kubernetes, Cloud Computing, Cloud Platforms",Cloud-Native Development with OpenShift and Kubernetes,Red Hat,Intermediate Specialization 3 - 6 Months
908,Google Advanced Data Analytics Capstone,4.0,"Skills you'll gain: Computer Programming, Data Analysis, Machine Learning, Python Programming",Google Advanced Data Analytics Capstone,Google,Advanced Course 1 - 4 Weeks
909,Learn English: Advanced Grammar and Punctuation,4.0,Skills you'll gain: Writing,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",Advanced Specialization 3 - 6 Months
910,Wireshark for Basic Network Security Analysis,4.0,Skills you'll gain: Network Security,Wireshark for Basic Network Security Analysis,Coursera Project Network,Intermediate Guided Project Less Than 2 Hours
911,Advanced React,4.0,"Skills you'll gain: Web Development, Front-End Web Development, Javascript, React (web framework), Web Design",Advanced React,Meta,Intermediate Course 1 - 4 Weeks
912,Цифровий маркетинг і електронна комерція від Google,4.9,"Skills you'll gain: Digital Marketing, Marketing, E-Commerce, Problem Solving, Social Media, Advertising, Marketing Management, Search Engine Optimization, Strategy, Data Analysis, Sales, People Analysis, Process Analysis, Customer Relationship Management, Advertising Sales, Algorithms, Business Analysis, Data Structures, Google App Engine, Web Development Tools, Account Management",Цифровий маркетинг і електронна комерція від Google,Google,Beginner Professional Certificate 3 - 6 Months
913,Effective Compliance Programs,4.9,"Skills you'll gain: Communication, Critical Thinking, Employee Relations, Leadership and Management, Organizational Development, Regulations and Compliance, Risk Management, Strategy, Strategy and Operations, Conflict Management",Effective Compliance Programs,University of Pennsylvania,Mixed Course 1 - 4 Weeks
914,Global Diplomacy: the United Nations in the World,4.9,,Global Diplomacy: the United Nations in the World,University of London,Beginner Course 1 - 3 Months
915,Computational Neuroscience,4.9,"Skills you'll gain: Mathematics, Computer Programming, Mathematical Theory & Analysis, Probability & Statistics, Python Programming, Computational Logic, Data Analysis, Artificial Neural Networks, Linear Algebra, Machine Learning, Human Learning",Computational Neuroscience,University of Washington,Beginner Course 1 - 3 Months
916,Pre-MBA Quantitative Skills,4.9,"Skills you'll gain: Accounting, Business Analysis, Data Analysis, Finance, Financial Analysis, Financial Management, Financial Accounting, Investment Management, Budget Management",Pre-MBA Quantitative Skills,Rice University,Beginner Specialization 3 - 6 Months
